sample_id,price
172816,10.771458
275563,10.16641
26172,7.103392
277062,8.227921
82592,11.360313
266300,13.7994585
202617,33.885387
234007,20.820995
78684,11.084623
42824,12.757888
128386,8.441027
252965,8.227921
277363,11.623894
54646,10.717192
149645,17.497938
206564,10.23152
29321,17.673016
193776,12.796213
60214,15.482403
133606,14.479063
95844,21.881924
75072,4.8962975
71643,14.169574
297677,7.551123
298180,11.755233
267622,12.070865
129731,14.0007515
72776,21.776684
286221,11.273345
93467,7.084184
173148,15.164957
143720,67.26709
52592,5.2914696
225085,8.803088
213670,11.928944
142420,53.31147
1008,11.905565
128631,28.739939
44224,11.599109
16363,28.050209
64551,12.728405
217996,17.310572
262406,9.242854
165161,14.510113
238864,21.112188
227930,20.188133
77202,12.542402
193685,17.85067
114683,14.384111
197108,21.150845
200477,6.0327635
144035,25.638878
281994,10.148676
63221,26.31429
269260,10.873674
284873,7.7412934
94407,26.692682
243579,15.370387
51262,25.077625
115285,16.868433
247763,21.825006
298054,14.362336
275947,7.8512793
33858,17.549416
189285,25.147608
62318,34.21295
93113,6.827653
155548,17.2131
220244,11.009308
22363,7.030074
295868,7.9021273
212510,46.921547
232238,9.7977295
269310,10.025624
134611,11.516006
154663,10.460108
248314,10.086386
59089,23.07282
37902,11.20263
247147,28.332355
80803,13.3351965
121057,11.825247
30163,8.332891
154861,11.71378
41265,15.999797
160502,16.793085
290401,11.661744
62782,18.948002
151651,9.605616
226249,17.713947
48224,13.242476
146944,83.30519
3438,22.832726
161259,24.379398
47173,15.840886
25800,7.416549
50001,11.579725
290756,7.0762086
181986,12.14302
10843,13.532653
190551,4.115044
85154,8.626174
134653,11.834127
229643,8.250174
95464,6.4290166
54059,13.55006
115479,11.50534
97906,17.100897
127371,13.398582
24362,5.889688
118312,11.360532
22583,15.766213
19732,51.979946
212955,7.974515
21886,7.904025
224325,18.501534
203894,8.194864
191752,8.676442
286196,21.654104
248824,15.3736315
43717,19.968407
262589,17.883858
140499,16.984493
242880,21.257378
201240,14.203678
89117,6.0608673
298713,7.8642716
271738,10.76315
38576,17.870073
950,16.004673
79433,19.257717
66341,18.577734
55422,13.966864
182312,35.77978
866,16.114998
162209,7.334156
287083,18.447966
265459,7.423393
296124,8.81932
15509,21.678158
112466,22.551146
101382,14.2814
282568,17.124035
92557,14.784601
283523,8.570497
168873,11.20503
223932,8.113096
199772,8.441076
33589,15.653651
235524,16.01006
100593,26.291656
295833,11.474165
194828,7.1493897
173679,8.965219
84443,11.729655
19827,18.431309
159217,12.322924
200101,6.4544396
40815,24.1204
106079,12.777882
287913,13.314353
286246,16.033442
230574,9.173492
73645,56.87937
56580,43.268997
185057,5.705904
110193,18.584042
265456,7.902743
272119,31.96515
73684,10.384024
84917,10.600817
254051,7.323495
213640,5.716649
5941,10.986093
192025,57.17699
295491,10.589859
14394,14.766638
219359,17.157097
292038,14.928003
236046,9.071167
219569,10.919659
251251,12.574825
193520,15.469958
153393,9.155618
112673,5.3010774
66961,15.771814
59610,22.187588
187539,14.636263
196138,78.84855
27796,14.82523
192821,27.639103
217441,13.515249
106554,21.951843
203432,6.832574
73634,56.87937
53665,11.243645
226789,15.965211
46549,12.037476
234314,24.764196
112654,11.2691345
239127,8.362188
93245,10.383334
207744,14.741037
17530,6.6876335
221997,36.667755
45669,7.804573
166053,10.507734
270552,14.762447
183394,17.762106
7286,32.400993
111584,15.46078
168394,11.190376
294463,13.1677475
18251,47.515907
203229,22.591648
2599,21.34351
154170,12.748999
213714,13.168791
11554,12.570117
262927,12.8836355
156465,10.69056
53995,40.031425
129260,38.256233
281072,13.317299
29191,14.48762
246389,19.200523
102936,11.256426
63126,28.678484
21235,9.031757
176587,7.264829
111728,14.013239
140389,7.518825
224260,18.14712
95308,18.289167
149658,14.638362
97804,15.15742
174598,9.8406105
19672,47.53994
216342,4.1457376
281952,10.308414
53666,16.258293
258593,16.92959
33650,18.70383
43438,12.733233
148107,26.020191
98687,14.870915
213206,6.997437
245479,21.649834
236509,17.160196
251785,14.820703
20793,34.910625
64682,26.038525
150402,15.956844
131447,10.382299
47344,11.519572
56390,11.37388
28935,11.830217
276468,10.771458
129644,17.46519
129059,24.90035
161246,32.40868
147844,39.445263
143756,20.696053
103131,11.256426
286238,25.132774
8708,15.132246
241039,9.516514
89737,10.716195
147371,39.445263
68808,13.503428
89225,15.095783
184365,15.5301
109431,14.667498
77529,19.749466
252679,23.20961
74699,10.946202
225191,28.197102
47314,10.811541
190037,14.805479
283484,8.651315
4624,8.4640255
37365,7.4982533
150520,7.462016
160793,12.838041
288758,6.516491
70721,12.949697
153130,12.101903
253230,7.19415
11371,14.597763
134200,9.500602
46636,9.165274
255775,28.281942
134099,9.9662075
132998,17.890442
245102,15.125667
106588,23.622355
40475,8.346345
35737,8.772297
75488,7.504435
243789,37.447445
93502,19.953835
233628,14.402076
86958,17.565163
98928,14.426522
215242,33.139404
264446,4.2231097
199345,9.631802
153369,16.701689
242403,15.943585
195633,44.220882
253943,17.232212
210835,16.438261
203602,9.66137
24911,19.464064
82198,11.467068
222247,24.499744
192793,14.347246
104529,18.503393
31090,14.060483
11109,6.832574
125529,10.488869
120658,14.591551
235470,27.53011
216872,20.396221
1366,62.351513
133729,18.691963
139689,14.343913
279258,5.6620946
97282,3.604698
288383,6.746089
116389,14.633408
173568,20.715023
262785,7.2485847
92633,22.779503
219247,17.18478
254679,16.541824
68759,25.301655
114484,16.508482
77864,15.912173
264420,5.413452
68473,19.289108
284648,7.565694
33357,5.936794
103968,18.425926
49470,13.23155
28890,12.131493
200182,18.774475
104436,31.55052
88704,9.397032
49343,11.75908
146051,22.959997
75411,12.909492
81149,10.851784
290573,35.617466
151498,22.710762
291639,40.57167
56972,7.1911755
70534,14.913116
182536,7.885895
254227,17.814396
133565,19.889204
86422,8.979394
198654,12.915844
224439,6.832574
122263,7.4338965
246957,13.402552
228792,19.610619
151419,17.946499
180019,5.498224
269000,17.660376
126116,9.617391
72182,11.759916
50911,18.30163
22336,11.471551
85561,18.423664
248192,8.168044
93970,7.551123
213816,7.5201635
16889,35.284863
15442,13.358491
203089,12.421288
279417,6.5847363
193127,3.229291
198525,19.083138
219538,13.291158
90945,49.60956
254383,9.465433
115404,9.127068
96786,9.953893
259493,13.309965
173435,15.770087
73281,8.749616
199003,12.852697
238125,14.947649
230530,12.896028
27633,5.5486917
92118,9.155618
212816,14.590231
89159,4.402693
131701,9.219507
34332,16.73069
78208,18.957302
130144,14.459457
181900,6.0544066
147260,62.058628
21298,10.483288
78630,15.435984
145463,14.514307
181331,5.8744087
68026,18.288248
107328,13.86903
12930,17.847485
255057,12.846929
273075,30.754297
41615,5.1562424
87308,19.871716
5700,5.6362896
171022,14.273954
95699,7.785173
7807,18.789095
14094,11.687025
220034,28.022726
188365,6.6056805
294134,11.453613
289489,13.666482
29363,11.370756
142340,21.474857
159952,4.146619
239851,13.707795
86371,10.0104885
181699,8.552998
95608,7.6881466
167151,12.737091
203800,16.919949
260961,6.384942
561,16.255928
219613,11.565136
298494,7.396741
118689,20.877808
270488,14.442656
153189,7.674296
258769,21.13157
135071,12.432081
269187,8.879812
66891,8.014441
237849,8.710906
213497,16.908337
96083,11.25905
209195,6.6672225
258460,10.380083
102916,10.701093
11926,10.527827
84021,6.755402
160011,14.451947
192787,14.290175
186032,10.690393
269038,15.5114765
210521,13.799391
259077,8.054532
245588,26.124527
61349,30.282362
2440,50.656845
93741,9.974544
126159,18.416138
108584,12.282089
138883,9.325826
100547,6.9854927
114363,20.281384
19186,34.910625
58644,22.122677
143305,15.14944
248939,48.910095
155123,9.264345
260415,6.5926247
58579,14.387876
261276,8.414059
178859,13.582729
157472,38.157906
6061,19.538996
212250,17.916092
242470,16.907913
284155,5.4149857
159980,9.472852
187478,14.735
275879,6.617327
206880,10.330269
99207,33.742985
271559,14.489652
206246,10.760189
250007,15.17178
116474,13.352415
96162,9.515902
203860,11.192511
20598,30.462595
187229,5.7157373
71704,23.218445
190838,11.101213
235135,12.584729
235858,20.090479
199593,58.216663
145032,47.515907
181022,12.540916
59796,19.327614
177029,19.505049
261606,13.043082
193771,8.761831
294082,16.375916
190929,16.540503
89431,25.209324
235156,31.9116
225340,10.942153
129273,11.418182
172668,8.525506
109500,11.942919
186350,8.21455
68038,17.541489
31763,16.253204
41720,13.791193
206618,9.090866
172690,12.887274
292208,13.477259
273819,15.629409
243462,10.668456
222467,17.788956
195771,51.612617
280455,8.951424
42717,12.740075
108167,48.91954
149325,35.84689
23108,14.397241
213975,24.636122
211807,27.777706
216954,8.7202
280860,10.766438
156949,64.753105
86615,7.5454593
269871,10.462969
145774,50.813263
123375,29.889198
234458,7.8657956
93601,7.90442
82740,13.864141
585,11.351535
153138,24.902332
268890,4.2163258
12259,10.825644
263044,63.41989
124328,9.018012
69112,12.603538
21188,20.68407
246496,3.276504
196498,54.907036
224332,4.788544
96918,8.740202
295943,8.01911
40707,12.039776
65413,9.354122
282995,11.13493
133095,25.062185
162703,11.449609
181635,12.971787
263120,42.655853
3844,31.492033
115790,40.92227
113251,25.869844
71533,15.476682
148489,18.764425
88065,12.795881
165586,10.646793
49484,7.505007
294861,12.0018
151927,11.632517
96260,12.075502
224569,7.1256833
93633,16.200197
161841,36.25389
4587,5.779928
64108,17.53444
285222,8.883464
152321,27.604233
72587,13.683945
76131,10.890371
241293,16.207823
23244,11.646069
35269,7.1038094
121417,14.378416
33621,8.849083
200873,19.378086
47677,10.484043
130261,14.616923
218381,15.081694
173929,9.998129
149574,22.758398
168096,7.3718596
118282,6.757697
87015,6.0998793
14230,23.0832
82975,48.761345
42344,5.745935
242296,11.129379
111057,78.40727
136594,6.415822
253070,7.9159956
96763,8.250174
33204,16.967466
270874,13.73617
256601,11.190376
208413,28.349586
298683,37.597023
150326,16.101507
220519,9.395777
9857,15.308377
290547,15.545521
67868,7.980508
211946,17.740522
54814,18.039038
225051,20.259209
160216,14.027341
281718,9.068455
91925,21.890856
170581,10.97002
145478,49.737648
271849,7.2961125
13784,52.096725
179242,79.89525
146924,83.30519
160154,8.426643
206004,27.824862
137077,9.6651945
232088,4.7471256
138573,23.883163
72899,13.7825775
69429,23.696445
68563,16.183449
238751,9.693173
161463,19.93481
104111,8.854349
241769,14.435018
172917,12.211493
238606,6.3741927
124573,17.449581
2595,53.31147
77740,6.736971
142206,46.89578
220175,18.55364
37564,10.914368
98411,7.094433
48457,12.795881
101213,11.405318
177251,15.452046
290059,16.560211
269407,8.152435
131995,14.4587345
67627,23.949312
257663,13.340512
66787,8.425012
207505,23.886719
98495,13.573043
192061,14.744239
53926,17.26183
81707,12.281957
249939,10.924132
15944,6.009007
165256,9.680154
51295,14.114515
68267,8.881631
91451,13.842699
2643,25.301353
172860,8.990845
52304,9.723719
37360,13.827183
131094,122.27144
225345,16.841734
273492,4.012502
132873,25.818344
122581,8.216171
8477,12.98788
291815,32.124966
9906,15.382409
235965,12.073686
150813,12.62332
137502,9.588242
37884,9.207872
32935,13.9
16356,31.60821
160397,13.733693
246582,13.503428
251047,47.668785
238229,8.733581
268140,17.32387
285647,12.201099
205476,17.664669
72760,20.43685
123497,17.660238
135883,19.34116
294868,11.689064
182893,13.48301
34256,10.223307
40245,7.505007
163481,15.310072
122295,22.706919
103549,8.877019
41805,7.673973
176189,15.382757
247981,27.529478
273162,8.361907
218014,10.148676
173287,31.182404
228521,26.419712
4085,38.86975
250264,6.997437
243175,15.443117
111173,9.742319
28397,10.560892
245278,12.015444
225737,35.339066
62994,13.983076
242806,27.729458
49803,7.6981325
61129,14.256849
228049,17.424742
249685,14.033989
45483,7.8889184
131429,13.721698
111526,16.893894
80331,10.716883
247751,7.7244387
125678,23.956898
17653,12.801277
247554,14.092722
275883,9.903552
206589,17.40168
251032,7.875406
259755,33.139267
84440,13.41949
159961,12.395415
112877,21.30229
253382,16.581476
250983,38.3336
282664,50.017464
97341,19.850492
36515,11.176321
83147,9.890778
192661,48.22312
152197,30.879356
72332,57.507988
118545,20.357487
262703,11.824761
198416,11.011478
71620,47.21145
244418,18.15694
224198,11.606311
99432,41.043022
186420,10.205238
289158,13.773067
299075,4.5911765
262174,13.866435
233857,169.41913
240224,16.715792
6756,88.731285
150633,7.477626
272890,12.600765
67600,13.156982
35062,33.26107
288668,10.269915
279969,11.431562
138058,17.602
110543,11.71764
134521,5.9685254
188758,42.349876
34525,8.784324
81272,11.052465
80680,8.309261
144552,6.3961415
7534,11.376913
93379,12.985352
114906,17.70892
282486,3.9314258
154308,16.779163
108083,12.006407
131798,15.069325
199061,12.140741
185391,21.850937
237552,21.510153
269109,8.098219
64217,18.338882
17615,9.230468
108257,25.211292
218391,17.008303
108677,15.707678
189533,11.154877
51148,18.407255
81843,10.185729
52612,22.601751
180601,31.105429
291151,16.092304
147446,25.038267
299342,7.3019514
45505,8.720292
253050,8.892509
54180,12.782188
98146,17.400394
33091,6.5108695
12835,9.3782835
276059,3.7065496
72065,21.886059
71828,41.063366
294942,11.590448
149166,9.51687
198178,12.771349
165351,6.997269
20252,50.813263
237631,9.120063
71004,13.864769
280509,7.34033
289924,8.356917
54746,7.5420675
176590,59.905647
38846,11.997011
194370,11.964586
177458,14.606944
66525,13.732235
67988,14.689006
32466,11.60767
38063,21.9394
53939,18.341694
30198,15.171726
232255,17.344437
108071,18.326828
191326,25.972157
297511,5.316267
113972,34.65111
296502,9.092051
32107,17.163275
164098,10.454909
192778,12.233346
30013,10.181726
197109,17.689249
191931,2.8027132
199065,13.958895
235818,12.271688
204768,12.8249655
219877,72.30306
127940,29.710575
204244,17.92673
150236,18.151255
192756,16.42276
126326,9.364834
51976,20.277458
90862,15.131035
209828,19.304829
265703,12.542402
292515,18.236944
213828,18.300037
278903,12.269843
58531,13.563012
13995,7.625551
208619,11.039291
22631,19.534985
57620,46.20266
24744,17.40882
293147,10.370731
142405,53.31147
241784,18.631706
134121,17.409153
153927,22.854582
74538,7.782323
171555,11.0753145
276092,5.2613487
18849,53.31147
177283,38.3336
118811,12.882364
143713,22.765038
123583,19.824654
70883,8.767117
159299,8.325122
100,7.893457
40128,11.250489
185633,22.23598
92987,9.869721
54133,16.678905
181961,8.612807
115533,15.916836
31238,12.610769
293072,11.848789
296357,14.7318
290944,11.415509
232184,10.008089
95223,21.341263
6067,30.963697
102264,37.454742
90041,10.431446
90616,9.223421
62663,18.343761
48305,7.505007
220246,6.2587
112759,16.773392
162741,11.162663
212595,18.910646
281378,17.3248
294187,9.2020645
24375,5.8742714
217378,16.559546
236052,27.579576
22340,11.658252
38836,12.030359
111996,10.587156
296349,9.865032
78659,10.044594
166750,10.703243
181280,4.9109697
77402,11.737585
84240,11.145327
88957,8.817269
6917,6.984461
17551,7.505007
197490,15.856368
225904,11.144831
42862,9.9910145
101377,189.4656
54696,7.8276377
96298,7.6981325
174007,17.456753
125763,17.318327
178461,11.31845
135641,29.77826
61107,11.542308
268057,7.691837
138586,13.852575
226417,24.794195
66135,18.961105
132622,16.75697
147831,40.750717
146885,40.41324
36446,17.964314
59507,49.229385
291266,15.42704
59032,13.795948
212230,16.352459
28134,5.984894
109823,21.798983
278006,8.484162
70225,23.111076
179951,11.966747
204742,19.212296
31700,8.924579
263696,19.394762
107748,15.845235
54177,18.815506
103713,16.391737
252849,16.279085
12584,22.18755
208075,1.7646476
2908,12.318233
265635,3.2707598
232851,55.71427
47534,12.87394
116116,21.524948
295695,5.699735
231017,10.716494
168527,8.429599
150335,12.78278
169818,11.567095
129882,32.683533
64693,16.996277
201247,17.219318
206710,10.3467865
35852,5.416523
66557,17.786018
270879,25.552933
98390,9.693806
134361,12.64983
221624,23.242123
270028,6.372405
265893,3.4789913
220059,93.25963
32841,12.708139
128188,13.144004
193657,10.28573
55555,7.782323
159073,12.336296
247278,3.0423193
210903,15.528038
196686,20.867603
193876,13.613138
108395,11.714771
277014,12.105855
268519,8.250174
224617,14.422565
298159,21.042522
25635,20.794115
109882,9.184841
270257,21.962757
126196,44.81197
18378,12.355228
295107,12.78299
218450,14.3988085
149391,19.8428
267166,10.8056345
54508,13.495467
168959,7.717559
119411,14.765112
80409,13.401837
91737,8.929682
188998,15.130261
103642,23.093613
233233,7.452795
63970,9.46875
93980,9.477559
143005,19.670406
2109,79.42728
277665,17.00161
256184,7.485211
285066,14.401845
156971,49.281555
261957,12.857408
168263,15.94413
99515,19.152288
126749,1.6933951
227782,17.516201
166618,15.534361
39951,14.510557
257848,3.1088028
108150,21.263975
200530,20.454311
297760,15.706922
62432,10.969823
256205,27.324371
170972,14.250543
281533,13.018919
273034,9.636076
134965,13.8654
287158,14.830744
129771,10.111633
125804,13.881287
260441,9.282201
103079,14.498395
104291,18.032406
92654,7.932536
63907,18.672567
141737,10.504144
91965,26.692682
186422,3.5263553
208110,13.498329
150732,16.311497
177490,9.647017
25248,18.278309
105702,12.977282
125023,5.068863
238925,9.180607
25272,39.42444
114246,14.658479
221673,30.302797
126294,13.156811
81752,11.534248
142107,63.31633
53451,38.875122
66905,11.193966
3427,10.815966
76962,8.914742
288495,11.637891
30669,16.660063
120053,5.891713
99805,8.086463
110607,53.330795
105933,17.347288
10890,17.289057
203610,18.80754
59194,18.257751
252812,11.634454
204655,18.810366
83686,10.538989
97682,18.877022
297431,13.946456
243788,33.195293
229366,13.205437
142987,57.217422
169795,8.9004135
186398,8.613603
49005,13.631103
230152,9.374508
220700,9.248829
187447,12.727822
171027,9.014989
268837,9.636076
260436,12.702183
78469,10.129703
187518,5.947303
94427,8.94797
7978,12.497442
238128,12.372979
176944,10.369701
261059,12.56163
143866,83.30519
141597,15.139433
113784,9.78432
162718,10.385112
15235,45.634506
168739,7.5537715
29198,22.8929
172392,11.571066
140857,16.42074
232539,16.267279
200770,15.733371
95206,14.951619
21225,15.743268
165923,18.584373
286031,20.319193
123402,14.735131
141345,17.067995
185235,12.578024
149059,34.910625
126256,6.2398057
55783,34.475445
10149,26.944881
23157,11.599785
62986,62.160793
83341,12.134771
211693,15.440016
270827,54.450066
92432,8.014002
222635,10.876858
1697,62.351513
31580,6.3587646
258898,12.795881
21527,12.687163
50846,17.986532
156214,19.155571
76180,8.381279
78263,13.315371
121612,19.265287
207258,24.698364
130277,18.531374
14924,6.4145756
10881,7.24341
235096,31.9116
292225,10.208637
95527,59.726315
14258,17.987202
108941,28.275276
235808,22.26507
225930,19.455439
177018,10.185729
159079,11.997011
178963,18.239164
51085,10.6785755
212100,10.4106865
160711,11.502203
75286,12.910868
286053,4.83877
152792,4.766207
70066,11.694677
159387,10.296623
10572,12.360991
220281,12.081617
106708,14.190287
203718,20.758804
185346,11.428843
219491,14.406935
281638,7.590596
79927,32.954117
213410,25.024323
112120,21.248114
48286,48.698685
148933,14.992937
66895,13.467463
182996,4.5731196
14150,22.749428
11061,19.754879
273229,6.1954465
211317,12.941082
231288,13.845092
77503,20.498577
273639,6.579595
150509,18.164043
77546,15.339812
18828,25.638878
191665,6.653831
91317,10.518701
279237,12.994532
8579,10.050865
58640,32.94235
201927,30.377354
208477,9.283397
246076,23.154459
8845,5.4999304
261725,10.641508
142778,45.49391
218490,20.03107
233234,12.583586
245731,22.331717
44727,5.616007
80256,13.260464
32469,5.428221
102725,9.161358
105769,47.736656
31581,10.383334
189690,11.598532
42953,11.823153
273979,7.545211
183110,15.871718
262975,10.992939
135559,10.667394
144351,44.481865
156961,65.809814
78202,22.90856
5839,14.353211
98816,79.43292
167014,26.88527
19528,34.910625
188562,10.703243
163994,8.238184
205167,9.215225
159055,11.252528
24339,6.579595
246105,27.042967
259530,24.408955
240687,6.409898
114356,13.739856
46411,16.891138
259424,7.6694164
55130,13.2256975
270067,9.986759
42354,10.383334
55257,16.14248
268795,15.437877
203007,17.888096
82346,12.784351
171973,2.9459376
253670,4.3001213
91929,30.963697
107945,5.7660055
88463,7.730215
249589,15.43973
144291,40.01851
193784,25.212992
241171,24.589455
10026,4.6783066
116696,37.84743
160409,11.410815
122791,9.189101
18520,13.083387
13879,8.381279
108740,13.524852
135218,7.5814786
52274,14.8210125
229017,9.74244
93398,5.4297028
203053,5.944135
193750,14.69958
252485,17.444027
66717,11.464461
96895,12.63877
106272,4.9227037
232218,12.271688
19384,47.515907
116893,25.9459
94264,14.164508
117901,44.007248
478,7.3572855
124898,13.59807
138891,13.007219
218022,4.867279
295673,14.652884
41419,13.882184
111707,24.894527
164308,26.976366
102693,9.777483
141165,15.48684
129284,5.5045586
227998,15.852908
127882,13.182192
3329,35.418964
144976,67.52833
38810,9.645399
107415,18.850672
42496,10.120132
250788,11.942326
209778,18.629272
209136,12.3968115
81425,4.7309465
96085,17.2295
167970,13.488097
78824,9.370784
158275,8.002434
251270,13.751172
107409,50.32339
180559,8.782227
199297,11.975939
71013,14.187389
104377,12.019124
299076,11.105795
52017,14.600531
185939,6.832574
24224,11.594096
45119,11.78333
88307,16.873465
12908,10.185729
102792,25.31959
232971,71.72748
119791,17.93693
67478,18.445484
233932,7.831945
205940,7.155701
34137,14.3191595
91420,17.592678
230500,8.143906
99710,12.0079365
235133,31.9116
277213,13.722498
19400,58.137062
237456,14.797428
121658,27.520561
277650,24.624584
72039,175.13174
71798,25.667627
182421,8.045412
115809,17.588118
181534,14.734864
278074,12.938303
221153,14.102675
34217,7.33827
76530,18.663645
99918,9.123712
195304,59.458164
121675,15.809401
6391,13.674708
74840,13.495592
144601,13.22905
39779,10.588079
110498,24.340956
58544,10.962229
245826,27.614609
32038,16.287092
290287,21.35381
138206,6.3125834
254594,17.23626
88596,4.0767274
30663,19.792372
26006,17.168003
145548,28.184826
148101,19.070946
141848,8.66109
6906,12.076821
279520,12.026278
192534,12.509702
11945,8.511068
259340,8.120865
61497,8.015111
220790,10.12245
277751,17.571138
229576,13.777147
116966,16.294693
204069,20.269728
126551,13.503428
295654,6.2939844
270357,13.212789
18148,50.813263
232214,7.1493897
162939,14.434432
12546,7.391415
251774,15.610499
11133,23.468842
84116,10.370691
246757,12.053513
122786,18.425356
115689,15.256176
49148,11.567611
274677,6.255422
102435,10.420408
273393,12.0431
263331,7.504301
195072,6.9132886
142437,20.928343
293080,17.927807
163937,8.624891
111016,19.26938
171733,6.498906
1756,49.447044
77414,24.882418
173275,17.256336
205642,9.317877
52045,12.854282
155623,13.103172
91604,8.289601
8252,21.780895
28345,10.831789
203742,16.919949
293998,17.322035
140772,8.43173
142390,68.526955
280907,17.217264
145442,16.494904
62879,22.498825
90372,7.505007
36505,7.6715684
18625,7.23609
202358,10.6847925
108642,133.731
291391,11.103117
183424,37.918
266503,14.927545
141135,14.397425
185316,10.703243
207405,8.571569
119435,14.129026
77520,6.8854
288397,20.972921
246351,52.859364
207538,23.30867
21280,16.075312
93999,11.873185
250001,27.013304
2574,44.481865
259032,17.958433
60773,12.653358
66704,11.355841
100337,7.808029
29923,11.792131
37393,6.350868
228449,9.905388
35480,25.246948
85156,13.933355
207757,19.016968
230304,11.515636
244204,33.823833
285882,9.835104
260548,16.16168
286264,17.322485
77844,16.447884
40401,4.5137515
168487,12.126632
15528,18.821587
48602,7.505007
89330,15.6406765
4253,11.762926
213784,25.45217
289599,13.124644
126466,19.227621
246566,7.660686
206510,19.738705
33044,7.1107874
97658,16.522848
136494,14.582725
108725,11.734964
33210,17.847416
114556,13.503428
14022,10.632449
158290,13.761428
108276,23.113014
212604,16.551636
153881,8.872221
39523,18.408566
101103,10.082229
148740,71.87926
288474,12.452612
131804,9.900792
210826,14.122665
273838,18.022495
257052,7.773077
178150,9.327662
123792,9.299518
284610,6.308788
193682,14.25742
149079,21.49356
2371,39.445263
163451,23.804125
203425,15.604817
292779,7.5334997
284785,8.083836
236665,45.18982
127883,8.13935
96069,10.130618
49916,14.377672
251923,9.040825
270851,35.498535
98612,6.7781343
18020,25.638878
162210,10.425241
275984,16.487968
124489,9.192534
124677,27.63696
203442,20.272528
194657,14.5806
293709,17.612593
246040,17.361794
274872,8.901875
135539,17.359585
153064,17.261042
91856,16.476614
198319,51.94305
93973,14.553881
29983,10.283301
260808,14.547863
190142,17.534399
22826,10.838793
53138,20.317715
256530,7.313327
107397,25.281496
68306,17.066216
248745,18.346163
24589,8.196692
183503,13.109569
264658,15.046963
73369,10.703243
244074,6.813909
117186,20.954662
47478,9.858949
179839,61.51601
188053,14.975407
247206,34.040714
43765,26.760452
278895,17.21009
130185,71.189255
267839,18.067966
3623,35.087303
175954,17.390934
115079,18.45271
118883,14.928327
238712,14.085912
63586,7.7425604
211835,13.421725
97336,9.569935
185621,13.338245
97058,12.206
157656,22.815247
157002,55.23507
267838,7.6065087
194177,10.473343
113708,14.205548
148282,28.213717
34321,81.39551
96243,35.790367
59654,14.304615
222004,12.606869
127064,12.923859
289706,7.809686
18006,46.963852
257516,13.991745
81683,6.997437
258893,25.632116
66471,26.81625
140803,17.082155
14277,9.759819
44684,6.323338
180021,1.1120964
258645,5.5175095
49587,13.048601
289863,15.349781
159364,8.250174
51612,13.840562
205411,15.452615
12943,10.202839
129987,12.328391
96188,7.9156127
122802,9.830913
257025,12.245928
72636,16.324043
162215,5.5583496
152772,12.271688
179939,5.884912
138399,46.62819
249543,7.2305703
249020,16.7702
122833,10.272086
271412,26.13123
124835,57.32704
154566,6.663043
121405,14.378416
101455,14.391276
233564,8.139814
95316,10.732475
270442,15.401192
285998,24.526096
228115,21.796684
279862,90.72623
255208,14.5943985
153190,8.109508
48820,11.711553
90531,8.067513
287905,17.072113
191101,11.773736
39897,13.250876
73248,9.011336
248766,6.997437
200685,29.898024
298279,7.9197736
243019,11.336828
269130,9.30108
145566,50.813263
275614,6.78321
118424,11.61125
249258,25.587307
173346,8.21587
63315,8.134266
5999,7.7910542
174643,10.586555
116852,48.973557
17331,17.373991
128684,18.402065
64891,15.839931
196107,93.55606
173769,14.007588
274108,14.497387
227245,30.85215
